"url","found","file_type","content_length","cached","error","search_string","search_date","domain"
"https://www.wpcouncil.org/wp-content/uploads/2024/03/2024.01.19-Ltr-to-K.-Kekuewa-re-PRI-draft-fishing-regs_justification.pdf",TRUE,"pdf",108801,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.wpcouncil.org"
"https://www.wpcouncil.org/wp-content/uploads/2024/07/FINAL-Letter-to-ONMS-re-PRI-Draft-Fishing-Regs.pdf",TRUE,"pdf",112754,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.wpcouncil.org"
"https://www.wpcouncil.org/wp-content/uploads/2019/05/Attachment-3_Accomplishments-of-the-WPRFMC.pdf",TRUE,"pdf",52050,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.wpcouncil.org"
"https://www.un.org/bbnj/sites/www.un.org.bbnj/files/draft_agreement_advanced_unedited_for_posting_v1.pdf",TRUE,"pdf",166791,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.wpcouncil.org"
"https://www.wpcouncil.org/wp-content/uploads/2020/06/Road-Map-to-Effective-Area-Based-Management-of-Blue-Water-Fisheries-Including-Workshop-Proceedings.pdf",TRUE,"pdf",335394,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.wpcouncil.org"
"https://www.wpcouncil.org/wp-content/uploads/2019/08/PRIA-Hawaii-MCP-June-2017-approved.pdf",TRUE,"pdf",37784,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.wpcouncil.org"
"https://www.wpcouncil.org/wp-content/uploads/2020/01/1998-Gamefishing-Symposium-Cover-Text.pdf",TRUE,"pdf",729590,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.wpcouncil.org"
"https://www.wpcouncil.org/bottomfish/Documents/BottomfishOverfishingDSEIS-March302006.pdf",TRUE,"pdf",827140,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.wpcouncil.org"
"https://www.wpcouncil.org/wp-content/uploads/2017/12/Final-DEIS-August-26-03.pdf",TRUE,"pdf",1083662,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.wpcouncil.org"
"https://www.wpcouncil.org/wp-content/uploads/2019/05/NonCommercial-Coral-Reef-Fishery-Assessments-for-the-Western-Pacific-Region.pdf",TRUE,"pdf",394590,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.wpcouncil.org"
"https://www.wpcouncil.org/wp-content/uploads/2019/05/Council-staff.-2006.-SP-albacore-wkshop.pdf",TRUE,"pdf",143795,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.wpcouncil.org"
"https://www.wpcouncil.org/wp-content/uploads/2019/09/Monographs-3_AmSamoa_Apr2011_web.pdf",TRUE,"pdf",239767,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.wpcouncil.org"
"https://www.wpcouncil.org/wp-content/uploads/2025/03/Guam-MCP-2023-Amended.pdf",TRUE,"pdf",136715,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.wpcouncil.org"
"https://www.wpcouncil.org/wp-content/uploads/2019/05/NonCommercial-Coral-Reef-Fishery-Assessments-for-the-Western-Pacific-Region-1.pdf",TRUE,"pdf",394590,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.wpcouncil.org"
"https://www.wpcouncil.org/wp-content/uploads/2020/02/Marx-Markrich-Managing-Sustainable-Shark-Fishing-in-the-Mariana-Archipelago-08.16.2013-1.pdf",TRUE,"pdf",59233,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.wpcouncil.org"
"https://www.wpcouncil.org/wp-content/uploads/2023/07/PRIA-MCP_2023_Final.pdf",TRUE,"pdf",45233,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.wpcouncil.org"
"https://www.wpcouncil.org/wp-content/uploads/2025/07/American-Samoa-FEP-SAFE-Report-2024.pdf",TRUE,"pdf",561510,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.wpcouncil.org"
"https://www.wpcouncil.org/wp-content/uploads/2025/07/Hawaii-FEP-SAFE-Report-2024.pdf",TRUE,"pdf",836902,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.wpcouncil.org"
"https://www.wpcouncil.org/wp-content/uploads/2025/07/Marianas-FEP-SAFE-Report-2024.pdf",TRUE,"pdf",816441,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.wpcouncil.org"
"https://www.wpcouncil.org/wp-content/uploads/2025/07/Pelagic-FEP-SAFE-Report-2024-V2.pdf",TRUE,"pdf",1501348,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.wpcouncil.org"
"https://www.wpcouncil.org/wp-content/uploads/2025/07/PRIA-FEP-SAFE-Report-2024.pdf",TRUE,"pdf",233414,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.wpcouncil.org"
"https://www.wpcouncil.org/wp-content/uploads/2019/05/ACL-Final-NS1-Guidelines-FR-Notice.pdf",TRUE,"pdf",475389,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.wpcouncil.org"
"https://www.wpcouncil.org/wp-content/uploads/2019/05/ACL-Amendment-RIN-0648-AY93-2011-02-24.pdf",TRUE,"pdf",925868,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.wpcouncil.org"
