"url","found","file_type","content_length","cached","error","search_string","search_date","domain"
"https://d23h0vhsm26o6d.cloudfront.net/ThreeMeetingOutlook_Sep25-Jan26_20250807v2.pdf",FALSE,"pdf",4607,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-27","https://www.nefmc.org"
"https://d23h0vhsm26o6d.cloudfront.net/NEFMC_Glossary_4.05.2021.pdf",FALSE,"pdf",45767,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-27","https://www.nefmc.org"
"https://d23h0vhsm26o6d.cloudfront.net/Council_Process_Web.pdf",FALSE,"pdf",7951,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-27","https://www.nefmc.org"
"https://d23h0vhsm26o6d.cloudfront.net/GuidelinesPubComment_Updated_June2020_final.pdf",FALSE,"pdf",3789,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-27","https://www.nefmc.org"
"https://d23h0vhsm26o6d.cloudfront.net/2023-Federal-Fisheries-Management-Booklet-for-Print-May-30-2023_2023-11-30-192024_ovtg.pdf",FALSE,"pdf",42026,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-27","https://www.nefmc.org"
"https://d23h0vhsm26o6d.cloudfront.net/MultiSpecies-FMP.pdf",FALSE,"pdf",557,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-27","https://www.nefmc.org"
"https://d23h0vhsm26o6d.cloudfront.net/FinalAmendment17.pdf",FALSE,"pdf",131456,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-27","https://www.nefmc.org"
"https://d23h0vhsm26o6d.cloudfront.net/Amend5-with_OCR.pdf",TRUE,"pdf",1022469,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-27","https://www.nefmc.org"
"https://d23h0vhsm26o6d.cloudfront.net/scallop_fmp.pdf",FALSE,"pdf",408545,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-27","https://www.nefmc.org"
"https://d23h0vhsm26o6d.cloudfront.net/MonkForPDF.FMP.pdf",FALSE,"pdf",1747990,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-27","https://www.nefmc.org"
