"url","found","file_type","content_length","cached","error","search_string","search_date","domain"
"https://www.caribbeanfmc.com/images/strategic_plans_pdf_2025/CFMC_Final_2022-2026_Strategic_Plan.pdf",TRUE,"pdf",45438,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.caribbeanfmc.com"
"https://www.caribbeanfmc.com/images/meetings/2024/08.01-02.24_TAP_Federal_Register.pdf",TRUE,"pdf",30564,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.caribbeanfmc.com"
"https://www.caribbeanfmc.com/images/pdf/Final-Framework-Action-3-Triggerfish-Puerto-Rico-7.2024.pdf",TRUE,"pdf",216973,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.caribbeanfmc.com"
"https://www.caribbeanfmc.com/images/pdf/Framework-Action-3-USVI-Queen-Triggerfish_03.13.2025.pdf",TRUE,"pdf",273834,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.caribbeanfmc.com"
"https://www.caribbeanfmc.com/images/pdf/Karnauskas_ESR_CFMCAug2025.pdf",TRUE,"pdf",9997,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.caribbeanfmc.com"
"https://www.caribbeanfmc.com/images/pdf/185TH%20CFMC%20Meeting%2012.04-05.24%20Tania%20Capote%20Verbatim%20Transcript.pdf",TRUE,"pdf",724629,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.caribbeanfmc.com"
"https://www.caribbeanfmc.com/images/pdf/EBFM-TAP_Presentations_4__2025_shabtes.pdf",TRUE,"pdf",17768,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.caribbeanfmc.com"
"https://www.caribbeanfmc.com/images/meetings/2024/184th-CFMC-Hybrid-Regular-Meeting/183rd_CFMC_Meeting_Verbatim_Transcript.pdf",TRUE,"pdf",797226,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.caribbeanfmc.com"
"https://www.caribbeanfmc.com/images/meetings/2024/184th-CFMC-Hybrid-Regular-Meeting/EBFM-TAP_cfmc_184.pdf",TRUE,"pdf",5301,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.caribbeanfmc.com"
"https://www.caribbeanfmc.com/images/meetings/2024/184th-CFMC-Hybrid-Regular-Meeting/DamianoShertzer_AprilCFMC.pdf",TRUE,"pdf",6339,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.caribbeanfmc.com"
"https://www.caribbeanfmc.com/images/meetings/2024/184th-CFMC-Hybrid-Regular-Meeting/Southeast_Implementation_Plan_Action_Items_for_Caribbean_Council_April_2024_-_Google_Docs.pdf",TRUE,"pdf",98153,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.caribbeanfmc.com"
"https://www.caribbeanfmc.com/images/meetings/2024/184th-CFMC-Hybrid-Regular-Meeting/Draft_Framework_Action_3_-_Triggerfish_Puerto_Rico_4.2024.pdf",TRUE,"pdf",209473,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.caribbeanfmc.com"
"https://www.caribbeanfmc.com/images/meetings/2024/184th-CFMC-Hybrid-Regular-Meeting/OEAP_Report_CFMC_184th_April_23-24_2024.pdf",TRUE,"pdf",5018,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.caribbeanfmc.com"
"https://www.caribbeanfmc.com/images/meetings/2024/185th-CFMC-Hybrid-Regular-Meeting/184th_CFMC_MEETING_VERBATIM_TRANSCRIPT.pdf",TRUE,"pdf",672554,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.caribbeanfmc.com"
"https://www.caribbeanfmc.com/images/meetings/2024/185th-CFMC-Hybrid-Regular-Meeting/Draft_-_Framework_Action_3_USVI_Queen_Triggerfish.pdf",TRUE,"pdf",244062,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.caribbeanfmc.com"
"https://www.caribbeanfmc.com/images/meetings/2024/185th-CFMC-Hybrid-Regular-Meeting/SSC_PRESENTATION_CFMC_185th_meeting-1.pdf",TRUE,"pdf",25311,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.caribbeanfmc.com"
"https://www.caribbeanfmc.com/images/meetings/2024/185th-CFMC-Hybrid-Regular-Meeting/OEAP_2024_DEC22024.pdf",TRUE,"pdf",4691,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.caribbeanfmc.com"
"https://www.caribbeanfmc.com/images/meetings/2024/185th-CFMC-Hybrid-Regular-Meeting/EBFM-TAP_Presentations_12__2024_shabtes.pdf",TRUE,"pdf",20421,FALSE,NA,"ecosystem approach|ecosystem indicator|ecosystem report|ecosystem status|ecosystem based","2025-08-28","https://www.caribbeanfmc.com"
