"Time","Latitude","Longitude","Var","Value"
2021,36.0833320617676,-75.6666651758654,"winter",7.86780400201678
2021,36.0833320617676,-75.5833318249933,"winter",8.27531969323754
2021,36.0833320617676,-75.4999984741211,"winter",8.70974864065647
2021,36.0833320617676,-75.4166651232489,"winter",9.26144190877676
2021,36.0833320617676,-75.3333317723768,"winter",10.0519282713532
2021,36.0833320617676,-75.2499984215046,"winter",10.7263466387987
2021,36.0833320617676,-75.1666650706324,"winter",11.3329162560403
2021,36.0833320617676,-75.0833317197602,"winter",11.9579271912575
2021,36.0833320617676,-74.9999983688881,"winter",12.5766797974706
2021,36.0833320617676,-74.9166650180159,"winter",13.0928413823247
2021,36.0833320617676,-74.8333316671437,"winter",13.6833379179239
2021,36.0833320617676,-74.7499983162716,"winter",6.16859036386013
2021,36.0833320617676,-74.6666649653994,"winter",3.75051527023315
2021,36.0833320617676,-74.5833316145272,"winter",3.57639700099826
2021,36.0833320617676,-74.499998263655,"winter",3.50556964427233
2021,36.0833320617676,-74.4166649127829,"winter",3.47226784676313
2021,36.0833320617676,-74.3333315619107,"winter",3.37912535592914
2021,36.0833320617676,-74.2499982110385,"winter",3.27396264150739
2021,36.0833320617676,-74.1666648601664,"winter",3.08312836736441
2021,36.0833320617676,-74.0833315092942,"winter",2.92862332686782
2021,36.0833320617676,-73.999998158422,"winter",2.75964844375849
2021,36.0833320617676,-73.9166648075499,"winter",2.67759027555585
2021,36.0833320617676,-73.8333314566777,"winter",2.59983725175262
2021,36.0833320617676,-73.7499981058055,"winter",2.49465826079249
2021,36.0833320617676,-73.6666647549333,"winter",2.44026206955314
2021,36.0833320617676,-73.5833314040612,"winter",2.39244973808527
2021,36.0833320617676,-73.499998053189,"winter",2.35353253483772
2021,36.0833320617676,-73.4166647023168,"winter",2.29530321881175
2021,36.0833320617676,-73.3333313514446,"winter",2.27387515604496
2021,36.0833320617676,-73.2499980005725,"winter",2.24551328793168
2021,36.0833320617676,-73.1666646497003,"winter",2.22775558456779
2021,36.0833320617676,-73.0833312988281,"winter",2.20426853969693
2021,36.0833320617676,-72.999997947956,"winter",2.16845201700926
2021,36.0833320617676,-72.9166645970838,"winter",2.14051333889365
2021,36.0833320617676,-72.8333312462116,"winter",2.1266864195466
2021,36.0833320617676,-72.7499978953394,"winter",2.12309744283557
2021,36.0833320617676,-72.6666645444673,"winter",2.05380008071661
2021,36.0833320617676,-72.5833311935951,"winter",2.04889270439744
2021,36.0833320617676,-72.4999978427229,"winter",2.05156205669045
2021,36.0833320617676,-72.4166644918508,"winter",2.02988984584808
2021,36.0833320617676,-72.3333311409786,"winter",2.01408532708883
2021,36.0833320617676,-72.2499977901064,"winter",2.00689923539758
2021,36.0833320617676,-72.1666644392343,"winter",2.00523089021444
2021,36.0833320617676,-72.0833310883621,"winter",2.01432947516441
2021,36.0833320617676,-71.9999977374899,"winter",2.01769058033824
2021,36.0833320617676,-71.9166643866177,"winter",2.01197751536965
2021,36.0833320617676,-71.8333310357456,"winter",1.99616485834122
2021,36.0833320617676,-71.7499976848734,"winter",1.97938374727964
2021,36.0833320617676,-71.6666643340012,"winter",1.96432794928551
2021,36.0833320617676,-71.583330983129,"winter",1.94924773648381
2021,36.0833320617676,-71.4999976322569,"winter",1.92137416452169
2021,36.0833320617676,-71.4166642813847,"winter",1.9088575065136
2021,35.999998732617,-75.5833318249933,"winter",8.20314138382673
2021,35.999998732617,-75.4999984741211,"winter",8.67844071909785
2021,35.999998732617,-75.4166651232489,"winter",9.24366792887449
2021,35.999998732617,-75.3333317723768,"winter",10.252813307941
2021,35.999998732617,-75.2499984215046,"winter",11.181617693603
2021,35.999998732617,-75.1666650706324,"winter",11.7704214692116
2021,35.999998732617,-75.0833317197602,"winter",12.2754987314343
2021,35.999998732617,-74.9999983688881,"winter",12.8135685369372
2021,35.999998732617,-74.9166650180159,"winter",13.2817061953247
2021,35.999998732617,-74.8333316671437,"winter",13.3014903277159
2021,35.999998732617,-74.7499983162716,"winter",6.16142868697643
2021,35.999998732617,-74.6666649653994,"winter",3.68572650924325
2021,35.999998732617,-74.5833316145272,"winter",3.55700350552797
2021,35.999998732617,-74.499998263655,"winter",3.49324016645551
2021,35.999998732617,-74.4166649127829,"winter",3.46876025274396
2021,35.999998732617,-74.3333315619107,"winter",3.37703382074833
2021,35.999998732617,-74.2499982110385,"winter",3.27082940787077
2021,35.999998732617,-74.1666648601664,"winter",3.0905260540545
2021,35.999998732617,-74.0833315092942,"winter",2.95396589711308
2021,35.999998732617,-73.999998158422,"winter",2.77218951657414
2021,35.999998732617,-73.9166648075499,"winter",2.69097772836685
2021,35.999998732617,-73.8333314566777,"winter",2.55481634661555
2021,35.999998732617,-73.7499981058055,"winter",2.50126653537154
2021,35.999998732617,-73.6666647549333,"winter",2.45050815045834
2021,35.999998732617,-73.5833314040612,"winter",2.39230324923992
2021,35.999998732617,-73.499998053189,"winter",2.30442621856928
2021,35.999998732617,-73.4166647023168,"winter",2.28708356693387
2021,35.999998732617,-73.3333313514446,"winter",2.25508389249444
2021,35.999998732617,-73.2499980005725,"winter",2.22683596014976
2021,35.999998732617,-73.1666646497003,"winter",2.20907011851668
2021,35.999998732617,-73.0833312988281,"winter",2.16997387334704
2021,35.999998732617,-72.999997947956,"winter",2.1353048466146
2021,35.999998732617,-72.9166645970838,"winter",2.12259287014604
2021,35.999998732617,-72.8333312462116,"winter",2.1155695438385
2021,35.999998732617,-72.7499978953394,"winter",2.05935851857066
2021,35.999998732617,-72.6666645444673,"winter",2.05573698878288
2021,35.999998732617,-72.5833311935951,"winter",2.04625590518117
2021,35.999998732617,-72.4999978427229,"winter",2.03550525158644
2021,35.999998732617,-72.4166644918508,"winter",2.02440465241671
2021,35.999998732617,-72.3333311409786,"winter",2.01302735209465
2021,35.999998732617,-72.2499977901064,"winter",2.00238249599934
2021,35.999998732617,-72.1666644392343,"winter",1.99951782524586
2021,35.999998732617,-72.0833310883621,"winter",2.00474259406328
2021,35.999998732617,-71.9999977374899,"winter",2.01144852787256
2021,35.999998732617,-71.9166643866177,"winter",2.00410780906677
2021,35.999998732617,-71.8333310357456,"winter",1.98538165166974
2021,35.999998732617,-71.7499976848734,"winter",1.96768091619015
2021,35.999998732617,-71.6666643340012,"winter",1.94695274457335
2021,35.999998732617,-71.583330983129,"winter",1.92089400663972
2021,35.999998732617,-71.4999976322569,"winter",1.91365908533335
2021,35.999998732617,-71.4166642813847,"winter",1.89743137657642
2021,35.9166654034665,-75.5833318249933,"winter",8.15811234042048
2021,35.9166654034665,-75.4999984741211,"winter",8.75896075442433
2021,35.9166654034665,-75.4166651232489,"winter",9.47143366858363
2021,35.9166654034665,-75.3333317723768,"winter",10.5745353654027
2021,35.9166654034665,-75.2499984215046,"winter",11.5816950067878
2021,35.9166654034665,-75.1666650706324,"winter",12.1599760003388
2021,35.9166654034665,-75.0833317197602,"winter",12.5595324642956
2021,35.9166654034665,-74.9999983688881,"winter",13.1000030592084
2021,35.9166654034665,-74.9166650180159,"winter",13.5839615128934
2021,35.9166654034665,-74.8333316671437,"winter",11.3717113852501
2021,35.9166654034665,-74.7499983162716,"winter",5.15155086368322
2021,35.9166654034665,-74.6666649653994,"winter",3.50938649252057
2021,35.9166654034665,-74.5833316145272,"winter",3.51539253517985
2021,35.9166654034665,-74.499998263655,"winter",3.47760655134916
2021,35.9166654034665,-74.4166649127829,"winter",3.40531430616975
2021,35.9166654034665,-74.3333315619107,"winter",3.3503891274333
2021,35.9166654034665,-74.2499982110385,"winter",3.26110417619348
2021,35.9166654034665,-74.1666648601664,"winter",3.11265400797129
2021,35.9166654034665,-74.0833315092942,"winter",2.98168484196067
2021,35.9166654034665,-73.999998158422,"winter",2.80024213045836
2021,35.9166654034665,-73.9166648075499,"winter",2.69916482716799
2021,35.9166654034665,-73.8333314566777,"winter",2.61676485165954
2021,35.9166654034665,-73.7499981058055,"winter",2.50681683495641
2021,35.9166654034665,-73.6666647549333,"winter",2.44333833530545
2021,35.9166654034665,-73.5833314040612,"winter",2.38452306389809
2021,35.9166654034665,-73.499998053189,"winter",2.31071710065007
2021,35.9166654034665,-73.4166647023168,"winter",2.26266062110662
2021,35.9166654034665,-73.3333313514446,"winter",2.23139339089394
2021,35.9166654034665,-73.2499980005725,"winter",2.21225218176842
2021,35.9166654034665,-73.1666646497003,"winter",2.18194526731968
2021,35.9166654034665,-73.0833312988281,"winter",2.13825090005994
2021,35.9166654034665,-72.999997947956,"winter",2.0872809201479
2021,35.9166654034665,-72.9166645970838,"winter",2.07962280884385
2021,35.9166654034665,-72.8333312462116,"winter",2.04854275882244
2021,35.9166654034665,-72.7499978953394,"winter",2.05409305840731
2021,35.9166654034665,-72.6666645444673,"winter",2.04486426115036
2021,35.9166654034665,-72.5833311935951,"winter",2.03068739622831
2021,35.9166654034665,-72.4999978427229,"winter",2.018292812258
2021,35.9166654034665,-72.4166644918508,"winter",2.00614237636328
2021,35.9166654034665,-72.3333311409786,"winter",1.998736551404
2021,35.9166654034665,-72.2499977901064,"winter",1.99566028565168
2021,35.9166654034665,-72.1666644392343,"winter",1.99363385662436
